Date,Open,High,Low,Close,Adj Close,Volume
2023-02-13,178.220001,181.509995,169.699997,172.880005,172.880005,130805500
2023-02-20,174.309998,178.169998,167.660004,170.389999,170.389999,96834900
2023-02-27,171.880005,186.619995,169.059998,185.250000,185.250000,159556200
2023-03-06,188.000000,190.360001,178.800003,179.509995,179.509995,141591100
2023-03-13,177.960007,205.759995,174.820007,195.610001,195.610001,209082400
2023-03-20,198.479996,207.880005,193.639999,206.009995,206.009995,140597200
2023-03-27,204.809998,212.169998,197.899994,211.940002,211.940002,104554200
2023-04-03,208.839996,216.940002,208.199997,216.100006,216.100006,84452000
2023-04-10,214.710007,222.110001,210.660004,221.490005,221.490005,96690000
2023-04-17,219.789993,220.979996,209.580002,212.889999,212.889999,77853600
2023-04-24,213.679993,241.690002,207.130005,240.320007,240.320007,187692300
2023-05-01,238.619995,244.919998,229.850006,232.779999,232.779999,132826200
2023-05-08,231.419998,238.210007,230.270004,233.809998,233.809998,88989400
2023-05-15,236.919998,248.690002,235.330002,245.639999,245.639999,104553200
2023-05-22,245.410004,262.309998,244.949997,262.040009,262.040009,111309500
2023-05-29,265.250000,275.350006,258.450012,272.609985,272.609985,94305000
2023-06-05,270.299988,276.570007,258.880005,264.950012,264.950012,104163400
2023-06-12,267.170013,287.850006,265.329987,281.000000,281.000000,119857600
2023-06-19,278.730011,289.670013,276.220001,288.730011,288.730011,109809300
2023-06-26,288.700012,289.790009,277.600006,286.980011,286.980011,102134800
2023-07-03,286.700012,298.119995,284.850006,290.529999,290.529999,115641500
2023-07-10,295.549988,316.239990,287.049988,308.869995,308.869995,154178300
2023-07-17,307.540009,318.679993,291.200012,294.260010,294.260010,133778000
2023-07-24,295.779999,326.200012,288.299988,325.480011,325.480011,195207700
2023-07-31,323.690002,325.660004,309.929993,310.730011,310.730011,101859000
2023-08-07,313.230011,317.890015,300.359985,301.640015,301.640015,79702500
2023-08-14,300.980011,307.230011,274.380005,283.250000,283.250000,103824500
2023-08-21,283.450012,299.459991,276.029999,285.500000,285.500000,93530700
2023-08-28,288.000000,301.739990,285.799988,296.380005,296.380005,82850500
2023-09-04,297.019989,307.049988,292.220001,297.890015,297.890015,81670800
2023-09-11,301.410004,312.869995,298.750000,300.309998,300.309998,93630100
2023-09-18,298.190002,308.059998,293.269989,299.079987,299.079987,96208200
2023-09-25,295.640015,310.640015,286.790009,300.209991,300.209991,122357700
2023-10-02,302.739990,316.309998,298.500000,315.429993,315.429993,91422400
2023-10-09,312.500000,330.540009,311.820007,314.690002,314.690002,105449500
2023-10-16,318.640015,325.940002,306.470001,308.649994,308.649994,90771500
2023-10-23,309.500000,318.350006,279.399994,296.730011,296.730011,175795200
2023-10-30,299.089996,318.820007,296.859985,314.600006,314.600006,106689800
2023-11-06,315.980011,329.100006,314.450012,328.769989,328.769989,75752300
2023-11-13,326.200012,338.399994,325.700012,335.040009,335.040009,82046500
2023-11-20,334.890015,342.920013,334.190002,338.230011,338.230011,45158600
2023-11-27,336.179993,339.899994,320.760010,324.820007,324.820007,82757300
2023-12-04,317.290009,333.170013,313.660004,332.750000,332.750000,77266100
2023-12-11,329.399994,338.660004,320.000000,334.920013,334.920013,110250200
2023-12-18,337.480011,357.200012,337.019989,353.390015,353.390015,80147000
2023-12-25,354.989990,361.899994,351.820007,353.959991,353.959991,49885800
2024-01-01,351.320007,353.500000,340.010010,351.950012,351.950012,60513900
2024-01-08,354.700012,377.059998,352.049988,374.489990,374.489990,85972400
2024-01-15,373.649994,384.359985,358.609985,383.450012,383.450012,65856100
2024-01-22,387.950012,396.790009,381.160004,394.140015,394.140015,77139900
2024-01-29,394.989990,485.959991,387.100006,474.989990,474.989990,171880500
2024-02-05,469.880005,473.589996,453.000000,468.109985,468.109985,122767100
2024-02-12,468.190002,479.149994,466.579987,468.899994,468.899994,19366600
2024-02-13,468.190002,463.896210,455.089996,461.156006,461.156006,3382812
